customer_id,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,default_flag
CUST00034,534700.0,203000.0,Home,576.0,88,16.86,0
CUST00035,654900.0,207300.0,Home,574.0,44,7.46,1
CUST00036,415100.0,304400.0,Home,691.0,86,32.66,1
CUST00037,431700.0,28300.0,Car,610.0,4,26.0,0
CUST00038,598900.0,147200.0,Business,636.0,12,14.86,0
CUST00039,395000.0,20000.0,Other,722.0,5,40.4,0
CUST00040,414700.0,126000.0,Education,589.0,36,15.02,0
CUST00041,489000.0,20000.0,Home,629.0,23,77.76,0
CUST00042,820600.0,411500.0,Other,679.0,9,21.02,0
CUST00043,293700.0,102200.0,Car,495.0,10,7.33,0
CUST00044,688100.0,255800.0,Home,459.0,90,34.71,0
CUST00045,698200.0,269000.0,Other,678.0,94,55.96,0
CUST00046,696400.0,82700.0,Business,689.0,34,11.65,0
CUST00047,340100.0,58100.0,Business,815.0,38,47.1,0
CUST00048,228300.0,20000.0,Business,663.0,32,51.61,0
CUST00049,629000.0,317700.0,Home,716.0,35,32.35,0
CUST00050,532000.0,93900.0,Home,634.0,102,84.34,0
CUST00051,768300.0,97100.0,Education,674.0,7,15.46,0
CUST00052,356700.0,288100.0,Home,783.0,41,12.19,0
CUST00053,688400.0,20000.0,Car,480.0,5,19.24,0
CUST00054,785800.0,337700.0,Business,683.0,36,23.21,0
CUST00055,468400.0,176600.0,Business,821.0,46,21.89,0
CUST00056,589800.0,143200.0,Car,673.0,39,14.16,0
CUST00057,580600.0,119000.0,Business,782.0,11,20.8,0
CUST00058,337800.0,95400.0,Business,600.0,29,29.41,0
CUST00059,620900.0,407200.0,Education,647.0,9,49.06,0
CUST00060,1014700.0,315100.0,Home,653.0,7,35.43,0
CUST00061,493900.0,273100.0,Home,473.0,5,49.6,0
CUST00062,253400.0,116300.0,Car,,33,17.88,0
CUST00063,358900.0,130700.0,Home,60.0,30,28.38,1
CUST00064,219500.0,20000.0,Home,716.0,25,22.31,0
CUST00065,873800.0,148300.0,Home,720.0,39,9.14,0
CUST00066,689600.0,443600.0,Car,676.0,37,3.54,0
CUST00067,390200.0,122000.0,Other,716.0,36,16.98,0
CUST00068,258300.0,36400.0,Home,637.0,32,44.54,0
CUST00069,336100.0,219300.0,Business,746.0,37,34.38,0
CUST00070,366900.0,34900.0,Education,651.0,28,30.5,0
CUST00071,513600.0,221100.0,Home,655.0,35,66.64,0
CUST00072,505900.0,106200.0,Other,629.0,86,14.88,0
CUST00073,894200.0,94900.0,Education,705.0,93,36.92,1
CUST00074,358000.0,213600.0,Car,616.0,6,21.88,0
CUST00075,248000.0,62000.0,Business,728.0,11,38.05,0
CUST00076,290500.0,85500.0,Home,559.0,42,54.35,0
CUST00077,483900.0,75200.0,Education,562.0,8,9.47,0
CUST00078,352200.0,84400.0,Home,705.0,6,46.15,0
CUST00079,428700.0,161300.0,Business,643.0,97,35.41,0
CUST00080,,115200.0,Car,614.0,7,19.4,0
CUST00081,763500.0,134800.0,Education,721.0,86,3.13,1
CUST00082,375400.0,118900.0,Home,601.0,37,30.31,0
CUST00083,412600.0,141300.0,Education,634.0,28,124.81,0
CUST00084,675200.0,318800.0,Business,762.0,12,6.75,0
CUST00085,379200.0,93700.0,Car,773.0,11,8.81,0
CUST00086,,142300.0,Education,776.0,30,35.64,0
CUST00087,567600.0,120100.0,Car,627.0,8,8.87,0
CUST00088,,11287205.837016802,Business,748.0,5,49.35,0
CUST00089,293500.0,69900.0,Car,574.0,9,33.78,0
CUST00090,850300.0,443200.0,Business,150.0,12,12.07,0
CUST00091,1328200.0,249000.0,Business,462.0,14,15.05,1
CUST00092,490900.0,195000.0,Car,784.0,37,7.17,0
CUST00093,305300.0,20400.0,Home,581.0,6,58.01,0
CUST00094,495400.0,179000.0,Car,640.0,11,58.73,0
CUST00095,763300.0,84400.0,Business,577.0,33,65.52,0
CUST00096,,332000.0,Home,706.0,86,18.1,1
CUST00097,461400.0,190800.0,Education,620.0,5,13.75,0
CUST00098,569900.0,200400.0,Business,546.0,4,31.03,0
CUST00099,840200.0,308000.0,Car,685.0,27,53.17,0
CUST00100,693100.0,286300.0,Education,535.0,93,13.46,0
CUST00101,706200.0,237800.0,Home,,50,11.7,0
CUST00102,403600.0,20000.0,Home,481.0,36,48.35,0
CUST00103,585900.0,171200.0,Business,536.0,16,9.3,0
CUST00104,353300.0,124800.0,Home,664.0,31,35.62,0
CUST00105,715300.0,348200.0,Home,493.0,7,23.85,0
CUST00106,820800.0,344600.0,Business,532.0,33,17.32,0
CUST00107,627200.0,325700.0,Car,650.0,30,26.11,0
CUST00108,414400.0,259500.0,Other,607.0,96,25.22,0
CUST00109,446100.0,298000.0,Other,809.0,6,38.39,0
CUST00110,1102300.0,161500.0,Home,797.0,8,40.13,0
CUST00111,417600.0,116800.0,Home,581.0,29,2.08,0
CUST00112,784300.0,280100.0,Business,695.0,35,70.24,0
CUST00113,569500.0,238200.0,Car,710.0,48,34.05,0
CUST00114,420700.0,138800.0,Home,602.0,10,47.21,0
CUST00115,9332671.414223049,1716900.0,Business,,3,45.06,0
CUST00116,537800.0,250900.0,Home,649.0,29,66.71,0
CUST00117,509400.0,268700.0,Business,636.0,5,59.16,0
CUST00118,1102300.0,9042665.530248407,Home,615.0,89,56.68,0
CUST00119,332000.0,107300.0,Home,685.0,28,10.55,0
CUST00120,1373200.0,316000.0,Home,590.0,35,42.43,0
CUST00121,579800.0,172900.0,Other,558.0,55,3.55,0
CUST00122,579600.0,60200.0,Education,659.0,48,54.83,0
CUST00123,374400.0,82300.0,Business,681.0,8,21.92,0
CUST00124,563300.0,179500.0,Car,556.0,93,29.06,0
CUST00125,604900.0,205400.0,Car,724.0,14,36.33,0
CUST00126,745500.0,294800.0,Home,508.0,29,51.16,0
CUST00127,314800.0,200900.0,Car,604.0,5,71.46,0
CUST00128,920800.0,180200.0,Education,629.0,38,71.72,0
CUST00129,575300.0,24700.0,Education,599.0,7,7.15,0
CUST00130,642900.0,426400.0,Home,605.0,6,30.27,0
CUST00131,442700.0,94900.0,Other,800.0,80,9.18,0
CUST00132,322000.0,118800.0,Home,582.0,9,15.02,0
CUST00133,505200.0,241300.0,Other,845.0,39,73.41,0
CUST00134,531900.0,191900.0,Home,685.0,88,88.03,0
CUST00135,262100.0,240100.0,Car,657.0,6,42.3,0
CUST00136,,20000.0,Car,688.0,37,35.09,0
CUST00137,765600.0,241400.0,Car,850.0,13,42.76,0
CUST00138,352100.0,217500.0,Education,,7,69.25,0
CUST00139,308600.0,53400.0,Car,560.0,38,42.2,0
CUST00140,426600.0,226800.0,Car,590.0,96,10.27,0
CUST00141,494200.0,20000.0,Business,653.0,8,27.27,0
CUST00142,434100.0,152500.0,Education,512.0,30,24.49,0
CUST00143,475700.0,186300.0,Business,652.0,38,12.52,0
CUST00144,540200.0,263300.0,Home,785.0,71,51.4,0
CUST00145,,165300.0,Education,662.0,7,68.73,0
CUST00146,278200.0,41100.0,Education,627.0,40,19.05,0
CUST00147,143600.0,20000.0,Car,120.0,40,7.84,0
CUST00148,747200.0,146500.0,Car,722.0,38,18.42,0
CUST00149,492300.0,267400.0,Car,584.0,83,31.82,0
CUST00150,783500.0,311200.0,Home,,88,32.2,0
CUST00151,293000.0,124600.0,Home,805.0,7,41.27,0
CUST00152,494300.0,232000.0,Home,671.0,28,47.32,0
CUST00153,538600.0,185500.0,Education,649.0,30,70.27,0
CUST00154,379700.0,165000.0,Education,732.0,11,56.59,0
CUST00155,243000.0,111100.0,Other,738.0,33,55.29,0
CUST00156,,128600.0,Business,586.0,29,29.82,0
CUST00157,917700.0,526800.0,Home,608.0,32,9.86,0
CUST00158,411700.0,216100.0,Business,544.0,102,42.55,0
CUST00159,615100.0,96300.0,Business,683.0,3,46.81,0
CUST00160,393100.0,114900.0,Car,703.0,87,55.44,0
CUST00161,312400.0,155800.0,Education,542.0,31,13.58,0
CUST00162,1112700.0,344100.0,Other,614.0,28,67.33,0
CUST00163,232100.0,221900.0,Education,542.0,89,38.94,0
CUST00164,430000.0,255000.0,Other,578.0,34,10.72,0
CUST00165,507900.0,143900.0,Home,694.0,27,6.54,0
CUST00166,1027900.0,147400.0,Home,591.0,43,29.82,0
CUST00167,731900.0,219100.0,Car,626.0,39,33.94,0
CUST00168,230400.0,96200.0,Education,520.0,109,15.12,0
CUST00169,488300.0,246700.0,Business,,94,32.04,0
CUST00170,493600.0,180000.0,Other,646.0,11,36.68,0
CUST00171,441200.0,115600.0,Car,592.0,7,61.98,0
CUST00172,646200.0,296700.0,Home,635.0,34,30.24,0
CUST00173,259300.0,55000.0,Business,,11,42.82,0
CUST00174,406800.0,181900.0,Education,585.0,36,67.85,0
CUST00175,606500.0,155800.0,Home,532.0,10,28.74,0
CUST00176,663800.0,292400.0,Car,794.0,26,17.99,0
CUST00177,522900.0,211300.0,Business,599.0,3,45.07,0
CUST00178,429400.0,152800.0,Business,642.0,10,53.46,1
CUST00179,463300.0,123700.0,Car,731.0,37,67.28,0
CUST00180,682300.0,214500.0,Car,850.0,38,22.04,0
CUST00181,496500.0,106400.0,Other,550.0,92,23.45,1
CUST00182,,194100.0,Education,686.0,83,48.86,0
CUST00183,280700.0,102200.0,Car,593.0,38,41.86,0
CUST00184,250100.0,168400.0,Home,607.0,10,49.22,0
CUST00185,941300.0,442900.0,Business,592.0,97,41.74,1
CUST00186,703200.0,204200.0,Home,560.0,109,27.34,0
CUST00187,466100.0,173400.0,Home,,115,27.87,0
CUST00188,398600.0,87800.0,Education,532.0,11,29.11,0
CUST00189,377700.0,101900.0,Home,726.0,99,58.41,0
CUST00190,799700.0,157100.0,Education,654.0,6,60.88,1
CUST00191,1152000.0,418200.0,Home,684.0,32,5.63,0
CUST00192,372300.0,97000.0,Education,613.0,94,47.11,0
CUST00193,816100.0,121600.0,Home,621.0,9,62.83,0
CUST00194,495100.0,133800.0,Home,673.0,81,33.22,0
CUST00195,444400.0,287600.0,Home,557.0,7,1.0,0
CUST00196,962100.0,305800.0,Other,621.0,99,35.97,0
CUST00197,486700.0,222000.0,Business,581.0,9,21.97,0
CUST00198,558700.0,20000.0,Home,579.0,80,37.39,0
CUST00199,546700.0,90200.0,Business,481.0,5,73.55,0
CUST00200,,254200.0,Education,,42,41.75,0
CUST00201,556700.0,143500.0,Other,150.0,35,76.21,0
CUST00202,379600.0,59400.0,Car,743.0,36,14.88,0
CUST00203,257900.0,20000.0,Education,736.0,9,57.88,0
CUST00204,387400.0,149900.0,Home,547.0,42,50.28,0
CUST00205,386000.0,108700.0,Car,563.0,9,31.6,0
CUST00206,777200.0,120800.0,Other,850.0,33,4.15,0
CUST00207,302900.0,57200.0,Education,790.0,10,30.34,1
CUST00208,342700.0,52700.0,Home,647.0,83,16.94,0
CUST00209,543600.0,177600.0,Home,671.0,14,5.58,0
CUST00210,269200.0,114400.0,Business,600.0,5,18.16,0
CUST00211,363500.0,145700.0,Education,685.0,8,43.74,0
CUST00212,14568085.420376286,7457100.0,Car,593.0,39,35.45,0
CUST00213,739700.0,293100.0,Other,487.0,13,29.59,0
CUST00214,426900.0,20800.0,Home,544.0,36,11.35,0
CUST00215,485500.0,180800.0,Car,652.0,83,3.1,0
CUST00216,738400.0,446200.0,Other,560.0,35,13.7,0
CUST00217,,185500.0,Car,645.0,32,24.5,1
CUST00218,424900.0,318300.0,Home,564.0,11,17.98,0
CUST00219,304000.0,20000.0,Education,587.0,48,23.42,0
CUST00220,303700.0,91400.0,Business,718.0,9,79.61,0
CUST00221,323100.0,20000.0,Home,670.0,44,30.87,0
CUST00222,391800.0,198300.0,Other,649.0,11,60.54,0
CUST00223,411200.0,314900.0,Business,720.0,39,16.44,0
CUST00224,,367500.0,Home,688.0,31,15.85,0
CUST00225,327400.0,182400.0,Business,766.0,103,7.95,0
CUST00226,564600.0,175900.0,Car,613.0,7,32.34,0
CUST00227,608200.0,329900.0,Car,616.0,35,12.31,0
CUST00228,396100.0,89500.0,Business,546.0,10,107.08,1
CUST00229,340400.0,146900.0,Other,,41,25.83,0
CUST00230,508000.0,192500.0,Home,727.0,96,27.4,0
CUST00231,446300.0,73600.0,Car,754.0,35,24.23,0
CUST00232,539900.0,247200.0,Car,,32,17.07,0
CUST00233,991000.0,276100.0,Car,506.0,88,61.58,0
CUST00234,504300.0,11413385.990434896,Car,737.0,35,38.34,0
CUST00235,366700.0,93500.0,Home,503.0,28,6.25,0
CUST00236,327500.0,91600.0,Education,722.0,37,6.04,0
CUST00237,333200.0,114100.0,Car,621.0,28,8.97,0
CUST00238,253200.0,57900.0,Home,706.0,12,10.66,0
CUST00239,744000.0,325200.0,Business,543.0,87,22.04,0
CUST00240,179000.0,100600.0,Business,744.0,40,54.89,0
CUST00241,609000.0,344300.0,Car,533.0,7,31.09,0
CUST00242,330800.0,222700.0,Home,597.0,32,8.51,0
CUST00243,388300.0,27200.0,Education,570.0,33,14.08,1
CUST00244,326400.0,37800.0,Home,510.0,13,5.62,0
CUST00245,937200.0,409900.0,Home,658.0,43,26.48,0
CUST00246,492500.0,290400.0,Business,794.0,86,52.9,0
CUST00247,697800.0,409000.0,Home,910.0,91,103.8,0
CUST00248,877900.0,512900.0,Home,658.0,111,12.48,0
CUST00249,526300.0,265000.0,Home,739.0,92,39.97,0
CUST00250,285500.0,138800.0,Home,669.0,5,89.64,0
CUST00251,442700.0,64100.0,Home,690.0,38,54.23,0
CUST00252,350100.0,28300.0,Other,623.0,85,50.2,0
CUST00253,389800.0,128400.0,Home,666.0,25,37.63,0
CUST00254,468600.0,167500.0,Home,693.0,22,72.96,0
CUST00255,460300.0,157100.0,Home,604.0,36,15.32,0
CUST00256,588600.0,258700.0,Other,644.0,35,40.82,0
CUST00257,628300.0,101700.0,Education,645.0,106,25.48,0
CUST00258,460300.0,78200.0,Car,,46,17.65,0
CUST00259,586300.0,51100.0,Business,565.0,30,10.42,0
CUST00260,381900.0,126800.0,Car,646.0,96,103.18,0
CUST00261,883500.0,352300.0,Car,803.0,33,13.29,0
CUST00262,379100.0,170100.0,Home,743.0,5,34.05,0
CUST00263,838000.0,593900.0,Car,758.0,41,41.71,0
CUST00264,251600.0,111300.0,Car,652.0,103,9.44,0
CUST00265,412000.0,226000.0,Education,676.0,22,44.76,0
CUST00266,421300.0,131100.0,Home,730.0,37,78.08,0
CUST00267,554300.0,235900.0,Education,775.0,45,50.68,0
CUST00268,720600.0,344600.0,Home,494.0,10,27.85,0
CUST00269,278700.0,91000.0,Home,545.0,85,32.22,0
CUST00270,297000.0,23800.0,Car,755.0,94,26.36,0
CUST00271,260200.0,111800.0,Other,628.0,4,18.88,0
CUST00272,885700.0,552400.0,Car,596.0,7,12.07,0
CUST00273,559000.0,44900.0,Education,550.0,88,21.46,0
CUST00274,300100.0,150600.0,Home,606.0,98,35.41,0
CUST00275,400600.0,68300.0,Home,538.0,97,80.47,0
CUST00276,832200.0,233300.0,Home,817.0,98,24.61,0
CUST00277,431400.0,209800.0,Car,648.0,44,25.29,0
CUST00278,420100.0,152500.0,Home,645.0,35,18.1,0
CUST00279,344000.0,63100.0,Home,697.0,45,87.36,0
CUST00280,308300.0,71300.0,Business,727.0,9,28.51,0
CUST00281,832800.0,445600.0,Home,726.0,30,50.58,0
CUST00282,1038500.0,332500.0,Education,736.0,30,43.79,0
CUST00283,313800.0,53200.0,Car,600.0,36,53.25,0
CUST00284,920100.0,282300.0,Car,626.0,44,53.42,0
CUST00285,392700.0,104300.0,Education,712.0,39,25.44,0
CUST00286,621700.0,395200.0,Car,608.0,9,19.92,0
CUST00287,922300.0,464500.0,Home,650.0,7,87.24,0
CUST00288,458000.0,172500.0,Business,682.0,13,19.73,0
CUST00289,421900.0,187100.0,Business,713.0,9,31.69,0
CUST00290,701200.0,214300.0,Home,508.0,82,16.71,0
CUST00291,296700.0,83200.0,Home,707.0,7,52.09,0
CUST00292,819300.0,191300.0,Business,631.0,9,23.97,0
CUST00293,521400.0,198800.0,Car,707.0,49,18.43,0
CUST00294,377000.0,155600.0,Education,712.0,39,33.07,0
CUST00295,372500.0,265700.0,Car,779.0,10,73.91,0
CUST00296,262400.0,131500.0,Home,758.0,28,16.29,0
CUST00297,384100.0,64400.0,Education,758.0,44,56.74,0
CUST00298,434200.0,44000.0,Education,765.0,1,17.26,0
CUST00299,303300.0,131300.0,Home,673.0,10,4.49,0
CUST00300,479000.0,257000.0,Car,653.0,85,35.13,0
CUST00301,,282400.0,Business,720.0,69,13.93,0
CUST00302,444200.0,151100.0,Education,709.0,23,18.42,0
CUST00303,658800.0,305000.0,Home,625.0,11,12.32,0
CUST00304,,96300.0,Education,682.0,35,94.1,0
CUST00305,768000.0,242000.0,Business,647.0,27,35.27,0
CUST00306,516500.0,105100.0,Business,582.0,6,24.32,0
CUST00307,980100.0,245600.0,Education,753.0,36,12.02,0
CUST00308,1449000.0,523700.0,Home,654.0,42,31.81,0
CUST00309,395700.0,109200.0,Business,814.0,6,58.83,0
CUST00310,403100.0,92200.0,Education,520.0,38,37.49,0
CUST00311,437700.0,161400.0,Home,605.0,79,66.87,0
CUST00312,639300.0,92700.0,Car,653.0,7,101.88,0
CUST00313,888000.0,316100.0,Car,741.0,86,26.01,0
CUST00314,364500.0,178000.0,Education,682.0,8,19.4,0
CUST00315,580500.0,346800.0,Home,675.0,94,98.69,0
CUST00316,459900.0,172300.0,Education,560.0,7,42.09,0
CUST00317,645700.0,46000.0,Other,557.0,10,29.34,0
CUST00318,964400.0,397800.0,Business,676.0,37,75.44,0
CUST00319,438800.0,332700.0,Other,,31,5.71,0
CUST00320,230600.0,87600.0,Other,607.0,75,28.85,0
CUST00321,683300.0,198400.0,Home,690.0,44,28.7,0
CUST00322,336100.0,99000.0,Education,571.0,4,66.59,0
CUST00323,458400.0,293000.0,Car,778.0,37,69.38,0
CUST00324,696700.0,108300.0,Business,748.0,34,92.09,0
CUST00325,559000.0,86300.0,Home,524.0,16,17.4,0
CUST00326,467100.0,209400.0,Other,575.0,41,49.2,0
CUST00327,377300.0,83500.0,Education,467.0,37,7.55,0
CUST00328,132600.0,20000.0,Business,587.0,88,35.29,0
CUST00329,669500.0,125400.0,Home,711.0,98,17.93,0
CUST00330,436300.0,271700.0,Home,617.0,8,26.28,0
CUST00331,966100.0,627300.0,Business,687.0,35,84.54,0
CUST00332,584900.0,183800.0,Home,528.0,41,17.06,0
CUST00333,383300.0,185000.0,Business,714.0,38,10.94,0
CUST00334,790200.0,105000.0,Home,606.0,32,54.23,0
CUST00335,820800.0,296400.0,Education,651.0,78,3.11,0
CUST00336,443000.0,116300.0,Car,643.0,28,21.26,0
CUST00337,836600.0,430600.0,Education,548.0,89,3.85,0
CUST00338,380800.0,143700.0,Education,558.0,94,8.82,0
CUST00339,,259000.0,Car,727.0,113,3.76,0
CUST00340,,246600.0,Home,682.0,97,46.22,1
CUST00341,696000.0,363900.0,Home,734.0,32,34.73,0
CUST00342,646700.0,344400.0,Education,676.0,12,7.44,0
CUST00343,421000.0,189600.0,Education,661.0,28,5.64,0
CUST00344,799800.0,403600.0,Business,512.0,7,20.64,0
CUST00345,462300.0,166100.0,Car,628.0,45,29.57,0
CUST00346,378500.0,20000.0,Car,648.0,31,110.06,0
CUST00347,14903585.640854415,5401800.0,Car,806.0,41,3.21,0
CUST00348,1170600.0,119500.0,Home,705.0,79,9.91,0
CUST00349,350100.0,173400.0,Car,773.0,95,63.84,0
CUST00350,874300.0,334200.0,Other,698.0,11,60.02,0
CUST00351,293300.0,34100.0,Business,593.0,35,47.54,0
CUST00352,609000.0,130700.0,Car,659.0,35,46.71,0
CUST00353,558900.0,235200.0,Education,669.0,27,37.62,0
CUST00354,1014100.0,352800.0,Business,,47,39.08,0
CUST00355,364200.0,177500.0,Car,619.0,25,32.49,0
CUST00356,321600.0,235100.0,Home,634.0,34,37.03,0
CUST00357,464000.0,78900.0,Home,778.0,91,31.08,0
CUST00358,,223300.0,Car,484.0,89,113.94,0
CUST00359,328400.0,141000.0,Other,746.0,12,37.91,0
CUST00360,152500.0,105300.0,Education,575.0,38,12.24,0
CUST00361,502300.0,171400.0,Home,540.0,30,9.82,0
CUST00362,749600.0,131600.0,Home,744.0,7,35.75,0
CUST00363,309800.0,133100.0,Business,709.0,3,22.47,0
CUST00364,716100.0,101300.0,Business,750.0,47,1.64,0
CUST00365,306800.0,37400.0,Education,714.0,38,41.53,0
CUST00366,457700.0,54100.0,Education,815.0,6,15.41,0
CUST00367,686100.0,116500.0,Home,695.0,38,35.73,0
CUST00368,286500.0,65800.0,Business,637.0,42,30.88,0
CUST00369,530600.0,169200.0,Business,677.0,5,22.69,0
CUST00370,844700.0,11077002.236966347,Home,,5,13.48,0
CUST00371,605200.0,140700.0,Business,588.0,96,36.53,1
CUST00372,353500.0,28700.0,Home,598.0,15,33.61,0
CUST00373,968400.0,141300.0,Home,625.0,92,17.86,0
CUST00374,657600.0,244000.0,Home,,38,40.14,0
CUST00375,211700.0,119400.0,Home,661.0,10,23.09,0
CUST00376,721400.0,349900.0,Car,499.0,10,29.42,0
CUST00377,378100.0,284900.0,Car,654.0,7,15.2,1
CUST00378,534200.0,262100.0,Car,719.0,9,46.41,0
CUST00379,769600.0,77100.0,Car,612.0,6,71.34,0
CUST00380,381800.0,150400.0,Home,784.0,27,29.09,0
CUST00381,233200.0,116700.0,Home,533.0,9,39.17,0
CUST00382,962700.0,511500.0,Education,745.0,26,4.47,0
CUST00383,825800.0,291300.0,Car,704.0,39,25.67,0
CUST00384,470100.0,90900.0,Home,513.0,9,46.15,1
CUST00385,717900.0,11453965.801851273,Business,,5,47.11,0
CUST00386,414100.0,161800.0,Business,645.0,8,26.68,0
CUST00387,510800.0,284400.0,Business,580.0,5,10.09,0
CUST00388,458200.0,20000.0,Car,537.0,34,54.47,0
CUST00389,421700.0,138400.0,Home,632.0,6,58.05,0
CUST00390,574700.0,133300.0,Education,640.0,42,43.81,0
CUST00391,283900.0,102200.0,Home,658.0,36,30.94,0
CUST00392,436600.0,179400.0,Car,626.0,35,9.4,0
CUST00393,563300.0,79500.0,Home,701.0,39,78.47,0
CUST00394,1118100.0,618200.0,Business,619.0,36,39.32,0
CUST00395,289100.0,75300.0,Home,495.0,10,13.92,0
CUST00396,618000.0,339800.0,Other,638.0,5,6.25,0
CUST00397,649200.0,203200.0,Business,461.0,25,4.91,1
CUST00398,210100.0,88100.0,Car,678.0,3,35.7,1
CUST00399,588200.0,244500.0,Business,572.0,46,59.27,0
CUST00400,,254700.0,Education,663.0,25,56.6,0
CUST00401,637200.0,386600.0,Business,755.0,36,14.54,0
CUST00402,470800.0,20000.0,Car,574.0,49,73.81,0
CUST00403,568000.0,56500.0,Business,735.0,42,79.53,0
CUST00404,527800.0,205000.0,Car,615.0,36,55.21,0
CUST00405,228600.0,61000.0,Other,790.0,32,5.96,0
CUST00406,533400.0,260100.0,Car,621.0,30,20.81,0
CUST00407,414500.0,114400.0,Car,583.0,33,27.46,0
CUST00408,356100.0,82900.0,Business,705.0,101,51.99,0
CUST00409,1495900.0,180200.0,Business,615.0,37,55.98,0
CUST00410,859100.0,420200.0,Education,583.0,44,39.36,0
CUST00411,291400.0,176900.0,Home,612.0,40,30.53,0
CUST00412,571500.0,131300.0,Car,646.0,30,26.04,0
CUST00413,942300.0,320100.0,Other,757.0,14,34.42,0
CUST00414,249400.0,37800.0,Business,495.0,89,14.06,1
CUST00415,506200.0,243300.0,Business,652.0,10,56.92,0
CUST00416,517000.0,172100.0,Home,700.0,30,11.58,0
CUST00417,275500.0,20000.0,Car,665.0,42,16.76,0
CUST00418,580000.0,172100.0,Education,755.0,94,4.4,0
CUST00419,808000.0,244700.0,Business,,9,16.57,0
CUST00420,,246000.0,Home,635.0,45,33.87,0
CUST00421,437000.0,140300.0,Business,697.0,41,79.4,1
CUST00422,1507200.0,162100.0,Education,658.0,6,16.5,0
CUST00423,193700.0,110000.0,Home,619.0,10,24.93,0
CUST00424,573900.0,212400.0,Car,691.0,33,40.9,0
CUST00425,259000.0,74400.0,Home,598.0,31,23.17,0
CUST00426,509200.0,20000.0,Education,601.0,8,60.16,0
CUST00427,386600.0,96100.0,Home,608.0,35,4.32,0
CUST00428,,299100.0,Home,758.0,41,44.63,0
CUST00429,461800.0,82400.0,Business,392.0,36,32.7,0
CUST00430,337200.0,98400.0,Home,682.0,85,14.9,0
CUST00431,347300.0,65800.0,Home,653.0,41,52.16,0
CUST00432,1166600.0,404400.0,Car,516.0,113,53.71,0
CUST00433,596900.0,103600.0,Car,675.0,105,12.61,0
CUST00434,227300.0,20000.0,Business,688.0,11,39.06,0
CUST00435,626500.0,350500.0,Car,697.0,10,31.32,0
CUST00436,447900.0,102400.0,Business,438.0,37,4.8,0
CUST00437,490000.0,133900.0,Education,759.0,38,37.37,0
CUST00438,707100.0,167200.0,Home,591.0,30,85.43,0
CUST00439,832700.0,345800.0,Home,705.0,28,36.92,0
CUST00440,332200.0,20000.0,Car,709.0,37,25.08,0
CUST00441,482400.0,41200.0,Car,580.0,32,59.32,0
CUST00442,382400.0,249400.0,Business,703.0,8,46.34,0
CUST00443,639600.0,90300.0,Education,619.0,88,12.57,0
CUST00444,440400.0,225500.0,Car,484.0,12,35.27,0
CUST00445,495400.0,228400.0,Home,743.0,90,22.14,0
CUST00446,432900.0,31600.0,Home,588.0,11,11.33,1
CUST00447,466100.0,138300.0,Education,,108,66.62,0
CUST00448,1052900.0,388900.0,Car,618.0,8,39.27,0
CUST00449,1433800.0,806800.0,Car,672.0,8,43.47,0
CUST00450,579400.0,326800.0,Home,645.0,13,23.37,0
CUST00451,467400.0,229800.0,Education,694.0,31,25.72,0
