customer_id,annual_income,loan_amount,credit_score,transaction_count,spending_ratio,default_flag,age,employment_type,repayment_history,inflation_rate,unemployment_rate,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,purpose_Business,purpose_Car,purpose_Education,purpose_Home,purpose_Other,income_band,good_credit_flag,txn_quantile_bin,txn_kmeans_bin,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST00107,627200.0,325700.0,650.0,30,26.11,0,27.0,Salaried,3,5.4,6.1,2025,1,13,Monday,3.0,1,False,True,False,False,False,True,False,False,False,Medium,0,Q2,1,0.5193,5.0,26.11
CUST00108,414400.0,259500.0,607.0,96,25.22,0,29.0,Salaried,2,5.1,5.8,2019,7,28,Sunday,3.0,1,False,False,False,True,False,False,False,False,True,Medium,0,Q4,0,0.6262,16.0,25.22
CUST00109,446100.0,298000.0,809.0,6,38.39,0,28.0,Salaried,8,4.8,5.3,2025,4,17,Thursday,2.0,0,False,False,True,False,False,False,False,False,True,Medium,1,Q1,2,0.668,1.0,38.39
CUST00110,1102300.0,161500.0,797.0,8,40.13,0,44.0,Salaried,2,5.1,5.8,2025,7,18,Friday,1.0,1,False,False,False,True,False,False,False,True,False,Very High,1,Q1,2,0.1465,1.33,40.13
CUST00111,417600.0,116800.0,581.0,29,2.08,0,54.0,Self-Employed,1,5.1,5.8,2020,9,27,Sunday,3.0,1,False,False,False,True,False,False,False,True,False,Medium,0,Q2,1,0.2797,4.83,2.08
CUST00112,784300.0,280100.0,695.0,35,70.24,0,53.0,Self-Employed,1,5.9,7.2,2025,3,20,Thursday,2.0,1,True,False,False,False,True,False,False,False,False,High,0,Q3,1,0.3571,5.83,70.24
CUST00113,569500.0,238200.0,710.0,48,34.05,0,43.0,Salaried,0,4.8,5.3,2020,1,12,Sunday,1.0,1,False,False,True,False,False,True,False,False,False,Medium,1,Q4,1,0.4183,8.0,34.05
CUST00114,420700.0,138800.0,602.0,10,47.21,0,44.0,Self-Employed,0,5.1,5.8,2024,8,28,Wednesday,0.0,0,False,False,False,True,False,False,False,True,False,Medium,0,Q1,2,0.3299,1.67,47.21
CUST00115,1152675.0,504150.0,673.8,3,45.06,0,57.0,Salaried,0,5.4,6.1,2022,2,27,Sunday,2.0,0,False,True,False,False,True,False,False,False,False,Very High,0,Q1,2,0.4374,0.5,45.06
CUST00116,537800.0,250900.0,649.0,29,66.71,0,44.0,Salaried,1,5.9,7.2,2021,12,19,Sunday,3.0,1,True,False,False,False,False,False,False,True,False,Medium,0,Q2,1,0.4665,4.83,66.71
CUST00117,509400.0,268700.0,636.0,5,59.16,0,64.0,Salaried,1,5.4,6.1,2019,3,31,Sunday,3.0,1,False,True,False,False,True,False,False,False,False,Medium,0,Q1,2,0.5275,0.83,59.16
CUST00118,1102300.0,504150.0,615.0,89,56.68,0,60.0,Salaried,3,4.8,5.3,2022,4,16,Saturday,2.0,1,False,False,True,False,False,False,False,True,False,Very High,0,Q4,0,0.4574,14.83,56.68
CUST00119,332000.0,107300.0,685.0,28,10.55,0,42.0,Salaried,1,4.8,5.3,2019,4,25,Thursday,1.0,1,False,False,True,False,False,False,False,True,False,Low,0,Q2,1,0.3232,4.67,10.55
CUST00120,1152675.0,316000.0,590.0,35,42.43,0,47.0,Salaried,1,5.1,5.8,2023,11,30,Thursday,1.0,2,False,False,False,True,False,False,False,True,False,Very High,0,Q3,1,0.2741,5.83,42.43
CUST00121,579800.0,172900.0,558.0,55,3.55,0,55.0,Salaried,1,5.1,5.8,2022,10,21,Friday,3.0,1,False,False,False,True,False,False,False,False,True,Medium,0,Q4,1,0.2982,9.17,3.55
CUST00122,579600.0,60200.0,659.0,48,54.83,0,21.0,Salaried,0,5.4,6.1,2025,12,17,Wednesday,1.0,1,False,True,False,False,False,False,True,False,False,Medium,0,Q4,1,0.1039,8.0,54.83
CUST00123,374400.0,82300.0,681.0,8,21.92,0,55.0,Self-Employed,2,5.4,6.1,2022,12,8,Thursday,1.0,1,False,True,False,False,True,False,False,False,False,Low,0,Q1,2,0.2198,1.33,21.92
CUST00124,563300.0,179500.0,556.0,93,29.06,0,44.0,Salaried,4,5.9,7.2,2022,2,14,Monday,1.0,0,True,False,False,False,False,True,False,False,False,Medium,0,Q4,0,0.3187,15.5,29.06
CUST00125,604900.0,205400.0,724.0,14,36.33,0,34.0,Unemployed,2,4.8,5.3,2024,5,19,Sunday,2.0,2,False,False,True,False,False,True,False,False,False,Medium,1,Q2,2,0.3396,2.33,36.33
