customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST1070,34.0,Male,South,Graduate,Self-Employed,626328.9133838569,200147.4012099732,Car,592.0957004518664,0,33,4.3934922588176875,2017-08-07 01:18:57,1
CUST1071,51.0,Female,West,Post-Graduate,Salaried,2892519.1392091187,1295905.3725972092,Car,900.0,3,37,13.890384654214186,2021-02-04 08:58:28,0
CUST1072,35.0,Male,East,Graduate,Salaried,553133.0177915873,442776.2638807629,Education,662.0984857733473,1,42,3.5107225585543604,2023-03-22 14:19:34,0
CUST1073,28.0,Male,South,Graduate,Self-Employed,761488.9436016703,284574.6025696767,Car,807.0468707745204,0,38,30.01488852384285,2017-07-27 16:25:42,1
CUST1074,34.0,Male,West,Secondary,Salaried,541318.896831591,225104.70844587966,Car,600.7235045189265,1,42,15.231184673997403,2022-03-04 18:57:02,0
CUST1075,43.0,Male,North,Post-Graduate,Self-Employed,310116.05416451633,433820.7632268358,Car,568.1015317002264,1,32,18.936523577389323,2019-10-21 16:16:35,0
CUST1076,60.0,Female,East,Post-Graduate,Self-Employed,665168.1704295849,150001.88892910027,Car,592.8403126957521,0,48,3.956609783184653,2023-02-10 20:23:57,0
CUST1077,41.0,Male,North,Post-Graduate,Self-Employed,841669.5635147126,231809.11548971603,Car,662.2675814081692,1,28,3.763935365495467,2016-09-25 15:56:13,0
CUST1078,,,West,Primary,,,441294.9435115756,Business,,4,45,21.891645034851006,2020-10-25 10:15:38,0
CUST1079,38.0,Female,East,Graduate,Salaried,488134.01237255096,333561.8975860167,Home,708.2676170455634,1,47,95.0,2022-08-01 06:14:54,0
CUST1080,44.0,Male,West,Primary,Self-Employed,853834.5312916759,183545.45253314445,Other,716.2166398587412,1,31,2.53007877155794,2016-05-22 07:47:05,1
CUST1081,46.0,Male,North,Secondary,Self-Employed,642589.9947343245,97951.32396649536,Car,727.538447008958,2,40,8.412405922532779,2021-10-13 09:45:30,0
CUST1082,45.0,Male,East,Primary,Self-Employed,848229.4687757454,292586.2911066476,Other,627.6893090021464,1,44,50.90172045119391,2023-10-07 11:40:49,0
CUST1083,61.0,Male,North,Graduate,Salaried,714737.4060005108,94164.15602448478,Other,814.2512146992966,0,31,1.8754176454342402,2016-08-03 02:33:38,0
CUST1084,49.0,Male,West,Graduate,Salaried,295680.63147346606,213736.4902270217,Business,621.6185183072988,1,40,52.16381339779866,2020-07-09 01:39:26,0
CUST1085,35.0,Male,West,Secondary,Self-Employed,949347.7875016693,492558.7587291388,Car,658.7472461072728,0,39,18.573460267893775,2018-01-14 13:21:51,0
CUST1086,21.0,Male,North,Secondary,Self-Employed,610356.7702397907,347338.5347423556,Other,753.6661657418153,1,53,13.117484432388874,2017-09-14 02:16:36,0
CUST1087,45.0,Female,East,Graduate,Unemployed,715358.7647827634,72099.87670331293,Car,695.3140022390213,1,55,9.265020957598486,2021-07-22 14:00:01,0
CUST1088,27.0,Male,North,Secondary,Self-Employed,331191.07430563116,273832.2311051345,Education,470.73226047818093,2,44,8.81412638950702,2022-12-08 06:57:36,0
CUST1089,29.0,Female,West,Secondary,Salaried,701065.300015613,200485.66987681654,Education,650.4508664237483,1,43,9.124972389951822,2019-12-26 01:04:53,0
CUST1090,,Female,North,Graduate,Self-Employed,,113070.81236964744,Education,,1,41,54.02780688810323,2017-04-14 17:17:48,0
CUST1091,21.0,Male,West,Graduate,Self-Employed,987064.0673196808,296859.0652791336,Other,542.5223776376354,2,47,32.16531921736871,2023-12-03 09:10:39,0
CUST1092,64.0,Female,North,Primary,Salaried,880079.9589590565,180765.75317628807,Education,710.0554236103189,2,47,27.69559015967875,2018-04-27 22:41:50,0
CUST1093,28.0,Male,East,Primary,Self-Employed,710844.9407892079,181439.8688724118,Business,681.2123152010763,2,35,40.08007834706179,2024-02-23 09:15:27,0
CUST1094,,Female,East,Secondary,Salaried,,261562.11586700537,Business,,2,39,7.430339263497168,2024-09-06 08:32:40,0
CUST1095,31.0,Male,North,Post-Graduate,Salaried,626454.5580994843,166786.40844750608,Other,594.6454942129087,0,35,24.061168754217917,2017-05-28 18:15:35,1
CUST1096,37.0,Male,North,Graduate,Self-Employed,481498.08695741394,257156.85291171612,Car,729.6714732471396,2,40,15.407720292117432,2015-04-19 10:12:02,0
CUST1097,28.0,Male,East,Graduate,Salaried,646995.5749632494,170076.74685078888,Home,662.7686597920665,1,45,38.1322030136007,2017-10-29 05:32:52,1
CUST1098,55.0,Other,West,Secondary,Salaried,356734.8334409802,175768.5099019972,Car,791.2840243241831,2,39,9.24965403401876,2015-07-20 17:32:00,0
CUST1099,55.0,Male,East,Graduate,Salaried,557966.6184416197,440540.5883147642,Car,850.0,3,36,25.762998744366346,2022-12-15 16:50:21,1
CUST1100,53.0,Female,West,Primary,Salaried,496563.3832387863,468271.2410143564,Car,773.0664351242042,1,32,53.471809419760476,2020-10-05 17:59:02,0
CUST1101,,Male,North,Graduate,Salaried,,87099.58966187721,Car,,2,51,12.860404728231229,2019-09-15 00:41:06,0
CUST1102,62.0,Female,North,Post-Graduate,Salaried,492352.76280176913,380120.5454660076,Home,835.6803196849444,0,46,1.7236277273182505,2017-02-13 04:57:11,0
CUST1103,59.0,Male,West,Graduate,Unemployed,572829.0567223511,561942.3832853663,Education,698.2782433334387,0,35,18.144384565432855,2024-04-07 02:29:00,0
CUST1104,,,North,Post-Graduate,,,618112.7050492292,Car,,4,44,10.615146520909976,2018-07-21 22:39:48,0
CUST1105,48.0,Male,West,Graduate,Salaried,150000.0,331780.1519170558,Business,646.858135443874,1,43,27.885726064964146,2023-11-16 15:29:32,0
CUST1106,27.0,Male,South,Secondary,Salaried,150000.0,128741.43413902388,Other,710.9337749036001,1,43,75.41517850912803,2020-05-28 09:19:05,0
CUST1107,29.0,Male,East,Post-Graduate,Self-Employed,532261.732015625,354331.6097016442,Other,716.0763324496052,0,50,16.61925691197071,2020-10-30 10:54:35,0
CUST1108,,,South,Primary,,,144126.77697118567,Business,,3,36,15.69289349338663,2021-08-12 14:27:27,1
CUST1109,32.0,Female,West,Graduate,Self-Employed,637822.2433207881,197643.64201428308,Car,562.5174170832262,2,46,26.57520269609152,2021-11-29 19:58:41,0
CUST1110,54.0,Male,East,Secondary,Self-Employed,454465.52902875515,305544.0674694088,Home,622.6952123032121,2,32,2.7313550331711838,2020-05-27 00:11:50,0
CUST1111,53.0,Female,West,Primary,Self-Employed,601893.0388045363,149813.1892667283,Education,692.7634890764953,1,43,7.309198815667401,2023-12-30 22:15:57,0
CUST1112,43.0,Male,East,Graduate,Salaried,625304.641003611,122046.79502717187,Other,703.0050039903936,2,46,62.826272903556315,2016-10-25 02:06:46,0
CUST1113,44.0,Male,East,Secondary,Self-Employed,453088.3806269057,321085.90755677666,Education,661.3044099283849,0,46,27.71221851856484,2021-02-10 08:47:55,0
CUST1114,57.0,Male,East,Graduate,Salaried,802691.1643482202,744400.5351025724,Home,583.2457013185882,2,33,1.0,2018-01-05 13:59:50,0
CUST1115,55.0,Male,East,Graduate,Unemployed,635397.2622910121,511928.6804319369,Other,788.9554354415442,2,38,5.723554289074177,2024-06-03 14:05:59,0
CUST1116,64.0,Female,West,Primary,Self-Employed,709392.219092658,371131.49435983546,Education,564.2353550525568,2,35,28.708507011286237,2018-08-11 13:12:48,1
CUST1117,60.0,Male,East,Secondary,Salaried,613769.1462567706,436922.5649011061,Home,754.1872595883009,2,59,36.14041106253739,2020-07-09 05:24:36,0
CUST1118,42.0,Male,East,Graduate,Salaried,1020734.620612344,355980.6656221381,Education,709.1058626760292,2,46,45.79260444722168,2015-01-17 15:09:13,0
CUST1119,,,South,Secondary,,,318042.44816373644,Car,,2,32,8.63902346913111,2016-04-09 05:54:00,0
CUST1120,55.0,Female,North,Graduate,Self-Employed,502401.3367585549,416303.8593587287,Home,614.4453365661666,0,36,66.85158247734076,2016-03-11 09:19:34,0
CUST1121,21.0,Male,North,Graduate,Salaried,764193.3768736802,106828.72657557792,Education,638.5876641528637,1,26,20.12694712780099,2018-04-18 18:17:04,0
CUST1122,55.0,Male,South,Post-Graduate,Salaried,272479.01650866563,273673.53028517566,Car,654.4034045824835,1,40,29.81255628346095,2024-11-07 13:56:44,0
CUST1123,57.0,Female,South,Graduate,Salaried,623920.0525334209,231290.800927236,Car,611.8881791518788,3,38,22.704273592737433,2018-02-01 18:27:31,0
CUST1124,34.0,Male,West,Graduate,Self-Employed,663832.0580183981,254572.69143446998,Home,668.0206762796079,1,50,3.2737981912260787,2020-03-15 01:25:39,0
CUST1125,23.0,Male,West,Graduate,Self-Employed,626204.1524157396,184089.3784600658,Business,776.3271564856966,5,49,82.49852700431443,2022-08-16 21:11:26,0
CUST1126,21.0,Male,West,Secondary,Self-Employed,533244.2258322225,331801.6756360574,Other,546.2532922265622,3,38,3.277660663511861,2016-12-11 09:32:57,1
CUST1127,25.0,Female,South,Secondary,Self-Employed,397545.32863259694,148634.14966551043,Home,597.4230633431127,3,42,7.355315634596908,2023-05-02 22:09:01,0
CUST1128,46.0,Female,South,Graduate,Salaried,442130.59758980747,176254.99176859652,Car,588.7403745034995,2,47,42.00024899823378,2019-08-27 20:45:43,0
CUST1129,34.0,Male,East,Graduate,Salaried,620414.9832494768,164008.25678823658,Car,642.4465390291161,1,44,24.097465478720366,2024-05-14 16:51:03,0
CUST1130,59.0,Male,West,Graduate,Self-Employed,377296.1535144015,407733.0631827883,Home,639.1578984816904,3,30,45.52700354626485,2019-04-18 03:45:56,0
CUST1131,47.0,Male,West,Post-Graduate,Salaried,954033.5231294546,241099.71885471293,Business,711.7851667552565,2,38,18.1281363854195,2024-01-16 00:49:18,0
CUST1132,29.0,Female,West,Post-Graduate,Salaried,150000.0,184149.0192655155,Other,652.69784823371,0,46,11.829947552353467,2021-02-06 22:45:11,0
CUST1133,,,North,Post-Graduate,,,194063.78700354946,Education,,3,41,63.72669091030856,2017-01-01 10:09:18,0
CUST1134,35.0,Male,East,Graduate,Salaried,622077.9278215395,243367.60816460548,Home,681.87584364096,1,36,1.0,2023-06-27 23:55:07,0
CUST1135,46.0,Female,West,Secondary,Salaried,701484.1855666577,642617.4954460036,Other,669.632324896465,1,46,48.47116741366398,2018-12-04 07:18:35,1
CUST1136,62.0,Male,West,Graduate,Self-Employed,416815.05454751453,115622.72491288012,Other,706.2650449166074,2,37,6.560684680095129,2024-10-01 04:19:46,0
CUST1137,33.0,Female,West,Secondary,Salaried,4961153.752665855,1820722.4139561937,Car,900.0,1,47,47.21826977853701,2021-03-13 13:39:10,0
CUST1138,52.0,Male,North,Graduate,Salaried,321233.7912374154,322261.11202161456,Education,781.7094716859998,0,32,3.74722888386901,2019-03-18 21:48:15,1
CUST1139,59.0,Male,North,Graduate,Salaried,486774.2822784864,142945.79206872638,Home,850.0,3,50,21.70055114427781,2023-02-02 09:57:28,1
CUST1140,52.0,Male,South,Graduate,Self-Employed,724149.5110558848,585442.9236008605,Car,706.4984779813656,3,34,54.75551087035847,2023-10-15 20:45:01,0
CUST1141,24.0,Female,East,Secondary,Salaried,808037.7129585504,335564.0984099652,Car,668.2392930967249,3,42,16.039481324885756,2020-07-18 14:23:28,0
CUST1142,,,South,Secondary,,,179039.19334003248,Business,,1,34,34.316362589400704,2017-10-28 03:54:07,0
CUST1143,57.0,Female,East,Graduate,Self-Employed,1129007.3580830316,79566.78448696007,Other,561.9173531293085,2,35,40.826828144447234,2023-08-07 06:39:25,0
CUST1144,43.0,Male,North,Secondary,Salaried,420501.6873665581,278587.67511216115,Home,664.4084373972332,0,39,33.3419983234449,2024-05-03 04:09:51,0
CUST1145,59.0,Female,West,Post-Graduate,Unemployed,337563.5044944435,236369.76274102918,Home,591.4940314441113,1,44,64.86683375242835,2020-02-02 08:39:37,0
CUST1146,35.0,Male,South,Secondary,Unemployed,700542.9783546514,130819.29746252738,Home,690.7981533792264,1,43,14.802438960040442,2017-11-15 23:29:05,0
CUST1147,63.0,Male,West,Secondary,Self-Employed,530341.3092837086,129810.54936118162,Car,591.8912553618283,1,41,4.752556880684522,2019-10-13 05:37:21,0
CUST1148,49.0,Female,South,Primary,Self-Employed,,408850.94063474593,Business,622.4178043712883,1,51,1.2247950346113186,2016-01-20 06:34:04,0
CUST1149,56.0,Male,North,Graduate,Salaried,719128.811513944,75100.54206288003,Education,500.2423275581558,0,37,7.0743250930990556,2021-01-08 21:22:31,0
CUST1150,33.0,Male,North,Graduate,Salaried,294540.86191443814,293188.09750882,Car,556.1403448041865,4,51,3.863696163695054,2021-07-19 17:33:25,0
CUST1151,52.0,Male,North,Secondary,Salaried,259573.12000505952,216975.0859874346,Education,678.3899042348837,3,30,20.40823585057865,2017-08-29 07:11:07,0
CUST1152,27.0,Male,South,Primary,Salaried,480515.32697135437,327188.87974116806,Business,580.4923137345256,3,40,5.112502427114417,2016-08-30 07:43:55,0
CUST1153,42.0,Male,East,Graduate,Unemployed,815580.347890665,203499.127031458,Other,735.1019187028461,5,37,1.0,2024-05-30 14:33:31,0
CUST1154,48.0,Female,South,Secondary,Salaried,489188.94131744327,289515.75014353526,Home,573.688872926935,3,42,1.0,2019-11-01 11:32:44,0
CUST1155,22.0,Male,East,Graduate,Self-Employed,919831.3369057229,155489.75019477343,Education,686.2603601028617,3,31,44.53080168689664,2023-11-10 09:55:12,0
CUST1156,62.0,Female,South,Graduate,Self-Employed,840202.9522343781,235738.17738687075,Car,589.0499496822594,2,38,22.37852013364603,2018-08-23 23:11:50,0
CUST1157,26.0,Female,South,Secondary,Self-Employed,656589.236901497,325608.27483189,Education,680.8375820026821,1,38,11.082496327821085,2018-12-25 15:03:27,1
CUST1158,48.0,Male,North,Secondary,Unemployed,667944.7718749514,265806.2988711967,Other,527.2170136723888,1,44,56.16174622366669,2023-01-08 07:00:49,1
CUST1159,48.0,Male,West,Post-Graduate,Salaried,656400.5250033712,305035.7022941035,Home,613.7453619496354,2,36,1.8195531325231287,2020-09-15 08:24:01,0
CUST1160,64.0,Male,West,Graduate,Salaried,631943.54573642,139141.57519217717,Education,582.3029371769812,0,48,95.0,2021-02-23 14:05:20,1
CUST1161,64.0,Female,East,Graduate,Salaried,526751.6605043641,170347.4174760948,Other,720.6586060247184,2,41,23.946822142415584,2015-11-22 19:00:19,0
CUST1162,40.0,Male,West,Secondary,Salaried,549962.4333585674,172128.4185120916,Car,686.9809971563363,4,38,5.0671146986229125,2018-09-20 18:58:45,0
CUST1163,50.0,Female,South,Graduate,Salaried,386007.9686814836,205686.0274806945,Business,551.3939156307614,2,45,28.413236015868026,2019-06-12 06:58:37,1
CUST1164,31.0,Male,South,Primary,Salaried,157991.44214196398,548613.6407163648,Car,633.7455410703295,3,30,36.03262810624374,2021-12-09 23:44:52,0
CUST1165,48.0,Female,North,Graduate,Self-Employed,820814.1218564099,196318.32868270183,Home,588.2145725821732,0,34,14.024164268268013,2024-06-07 17:31:31,0
CUST1166,45.0,Male,North,Post-Graduate,Salaried,631451.6873570597,122255.0021815739,Car,726.0205755094834,0,39,49.44607144537476,2016-01-12 04:38:43,0
CUST1167,59.0,Male,West,Secondary,Salaried,601242.2711243572,336040.64964376535,Car,751.7219318123151,2,44,4.084523914482202,2024-03-24 15:06:01,0
CUST1168,53.0,Female,East,Primary,Self-Employed,679689.8245715759,544697.6008680998,Car,534.6683882791349,3,43,8.17227253924903,2020-12-22 04:51:26,0
CUST1169,21.0,Female,West,Primary,Salaried,434320.5090412702,113922.41082821043,Car,716.1362379505184,2,36,2.4538955637561073,2020-07-26 11:43:02,0
CUST1170,47.0,Male,West,Secondary,Salaried,399787.55732311343,793085.6107264486,Home,584.1363144593832,0,39,5.920853549833413,2021-07-14 03:13:53,0
CUST1171,33.0,Female,West,Secondary,Self-Employed,543263.0612643695,311484.8440820926,Other,629.7666581824544,1,33,6.81914067648792,2017-05-01 10:19:13,0
CUST1172,61.0,Male,West,Primary,Self-Employed,873619.6963527625,451501.72545653535,Education,652.5803383248766,1,24,62.41431814153368,2019-05-02 18:49:55,0
CUST1173,23.0,Female,South,Graduate,Self-Employed,366251.7943013747,585512.5995136236,Business,795.3284930844378,2,31,2.033225769489302,2019-03-10 17:53:56,1
CUST1174,59.0,Female,East,Graduate,Salaried,150000.0,435204.18277115823,Education,569.6920218375292,1,48,13.939857321564055,2021-02-03 11:22:56,0
CUST1175,26.0,Male,South,Secondary,Self-Employed,495719.7816362495,227221.0569552555,Education,716.7799778114642,1,34,19.003481047947965,2016-03-31 07:16:08,0
CUST1176,28.0,Male,East,Post-Graduate,Self-Employed,828539.9832470366,504144.83989662956,Business,556.2796473464306,2,40,57.24000748793138,2016-10-07 04:21:32,0
